Source,Category,EventName,DateTime,City,VenueName,Address,Link,Description,DateTime_start,DateTime_end,Jour_start,Mois_start,Année_start,Heure_start,Heure_end,lat,lon,duration_h,tags
Ticketmaster,Concert/Sport,WackyDoodle Dance Party for Kids Halloween Spooktacular!,2025-10-25 13:30:00,Winnipeg,The Park Theatre,,https://www.ticketweb.ca/event/wackydoodle-dance-party-for-kids-the-park-theatre-tickets/14552193,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,49.8955367,-97.1384584,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,DARKFIELD: FLIGHT | TORONTO,2025-10-25 14:40:00,Toronto,STACKT Market,,https://www.universe.com/events/darkfield-flight-toronto-tickets-BZ3WQG?ref=ticketmaster,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,43.6534817,-79.3839347,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Toronto Operetta Theatre: The Mikado - Revisted,2025-10-25 15:00:00,Toronto,Jane Mallett Theatre,,https://www.ticketmaster.ca/toronto-operetta-theatre-the-mikado-revisted-toronto-ontario-10-25-2025/event/100062F705195F2C,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,43.6534817,-79.3839347,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,The Clairvoyants,2025-10-25 15:00:00,Niagara Falls,The Avalon Theatre At Niagara Fallsview Casino Resort,,https://www.ticketmaster.ca/the-clairvoyants-niagara-falls-ontario-10-25-2025/event/10006297BD132A77,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,43.084841,-79.0701786,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Winnipeg Blue Bombers vs. Montreal Alouettes,2025-10-25 14:00:00,Winnipeg,Princess Auto Stadium,,https://www.ticketmaster.ca/winnipeg-blue-bombers-vs-montreal-alouettes-winnipeg-manitoba-10-25-2025/event/1100627BC6B244D3,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,49.8955367,-97.1384584,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,DARKFIELD: SÉANCE | TORONTO,2025-10-25 15:00:00,Toronto,STACKT Market,,https://www.universe.com/events/darkfield-seance-toronto-tickets-51NJ8D?ref=ticketmaster,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,43.6534817,-79.3839347,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,DARKFIELD: FLIGHT | TORONTO,2025-10-25 15:10:00,Toronto,STACKT Market,,https://www.universe.com/events/darkfield-flight-toronto-tickets-BZ3WQG?ref=ticketmaster,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,43.6534817,-79.3839347,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,DARKFIELD: FLIGHT | TORONTO,2025-10-25 15:40:00,Toronto,STACKT Market,,https://www.universe.com/events/darkfield-flight-toronto-tickets-BZ3WQG?ref=ticketmaster,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,43.6534817,-79.3839347,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,HASAN HATES RONNY l RONNY HATES HASAN,2025-10-25 16:00:00,Toronto,Roy Thomson Hall,,https://www.ticketmaster.ca/hasan-hates-ronny-l-ronny-hates-toronto-ontario-10-25-2025/event/100062EC8FB3168D,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,43.6534817,-79.3839347,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Varsity Volleyball: Algonquin Wolves vs. Centennial Colts,2025-10-25 16:00:00,Ottawa,Jack Doyle Athletics and Recreation Centre,,https://www.ticketmaster.ca/varsity-volleyball-algonquin-wolves-vs-centennial-ottawa-ontario-10-25-2025/event/3100631CE3CE37D7,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,45.4208777,-75.6901106,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Alberta Ballet In Nijinsky,2025-10-25 14:00:00,Edmonton,Northern Alberta Jubilee Auditorium,,https://www.ticketmaster.ca/alberta-ballet-in-nijinsky-edmonton-alberta-10-25-2025/event/1100629CBE652D9E,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,53.5462055,-113.491241,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Toronto Marlies v Belleville Senators,2025-10-25 16:00:00,Toronto,Coca-Cola Coliseum,,https://www.ticketmaster.ca/toronto-marlies-v-belleville-senators-toronto-ontario-10-25-2025/event/1000630DB67D3FDC,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,43.6534817,-79.3839347,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Brampton Steelheads vs. North Bay Battalion,2025-10-25 16:00:00,Brampton,CAA Centre,,https://www.ticketmaster.ca/brampton-steelheads-vs-north-bay-battalion-brampton-ontario-10-25-2025/event/1000631AC62F2CED,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,43.685832,-79.7599366,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Guided Tours of Scotiabank Arena,2025-10-25 16:00:00,Toronto,Scotiabank Arena,,https://www.ticketmaster.ca/guided-tours-of-scotiabank-arena-toronto-ontario-10-25-2025/event/1000631C7F120E18,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,43.6534817,-79.3839347,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,DARKFIELD: SÉANCE | TORONTO,2025-10-25 16:00:00,Toronto,STACKT Market,,https://www.universe.com/events/darkfield-seance-toronto-tickets-51NJ8D?ref=ticketmaster,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,43.6534817,-79.3839347,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Rouyn-Noranda Huskies vs. Gatineau Olympiques,2025-10-25 16:00:00,Rouyn-Noranda,Arena Glencore,,https://www.ticketmaster.com/event/Z7r9jZ1A7_6p8,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,48.2420524,-79.0205378,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Chicoutimi Saguen??ens vs. Blainville-Boisbriand Armada,2025-10-25 16:00:00,Chicoutimi,Centre Georges-Vezina,,https://www.ticketmaster.com/event/Z7r9jZ1A7_7Gt,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,48.4286352,-71.0637121,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Shawinigan Cataractes vs. Quebec Remparts,2025-10-25 16:00:00,Shawinigan,Centre Gervais Auto,,https://www.ticketmaster.com/event/Z7r9jZ1A7_aFk,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,46.5396581,-72.7518637,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Val-d'Or Foreurs vs. Drummondville Voltigeurs,2025-10-25 16:00:00,Val-d'or,Centre Agnico Eagle,,https://www.ticketmaster.com/event/Z7r9jZ1A7_aqf,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,48.1023356,-77.7875715,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Victoriaville Tigres vs. Sherbrooke Phoenix,2025-10-25 16:00:00,Victoriaville,Colisee Desjardins,,https://www.ticketmaster.com/event/Z7r9jZ1A7_aqy,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,46.0554948,-71.9598586,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Abono Temporada NY Jazz All Stars 2025,2025-09-06 20:30:00,Mexico,El Cantoral ,,https://www.ticketmaster.com.mx/abono-temporada-ny-jazz-all-stars-mexico-06-09-2025/event/3D00618CB6C60FB8,,2025-01-01 00:00:00,2025-09-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,23.6585116,-102.0077097,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,"Boxes Oro Grada Sur, Formula 1 Gran Premio de la Ciudad de México TAQ",2025-10-24 08:00:00,México,Autodromo Hnos. Rodriguez,,https://www.ticketmaster.com.mx/boxes-oro-grada-sur-formula-1-mexico-24-10-2025/event/1400630DDFED2D76,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,23.6585116,-102.0077097,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Fiestas de Octubre - Admisión general (No incluye acceso a Foro),2025-10-25 10:00:00,Zapopan,Auditorio Benito Juarez Guadalajara,,https://www.ticketmaster.com.mx/fiestas-de-octubre-admision-general-no-zapopan-25-10-2025/event/3D006316A1753D96,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,20.7211203,-103.3913671,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Kid Koala - El mosquito de Storyville,2025-10-25 12:00:00,Guanajuato,Teatro Principal (Fic),,https://www.ticketmaster.com.mx/kid-koala-el-mosquito-de-storyville-guanajuato-25-10-2025/event/3D0062F1C26E87CF,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,20.9876996,-101.0,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Zal Sissokho - Kora Flamenca,2025-10-25 12:00:00,Guanajuato,Ex Hacienda San Gabriel Barrera,,https://www.ticketmaster.com.mx/zal-sissokho-kora-flamenca-guanajuato-25-10-2025/event/3D0062E989690A78,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,20.9876996,-101.0,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Coca-Cola Estéreo Gol,2025-10-25 13:00:00,Monterrey,Parque Fundidora,,https://www.ticketmaster.com.mx/cocacola-estereo-gol-monterrey-25-10-2025/event/140063238CAF19D3,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,25.6802019,-100.315258,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Lo que queda de nosotros,2025-10-25 13:00:00,México,Teatro Ofelia,,https://www.ticketmaster.com.mx/lo-que-queda-de-nosotros-mexico-25-10-2025/event/3D00630C8B340ED0,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,23.6585116,-102.0077097,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Dúo Resonance - Arpa Clásica y Marimba,2025-10-25 13:30:00,Marfil,Templo del Senor de Santiago Apostol,,https://www.ticketmaster.com.mx/duo-resonance-arpa-clasica-y-marimba-marfil-25-10-2025/event/3D0062EF9403496F,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,20.9942943,-101.2883689,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Catrinia,2025-10-25 14:00:00,Atlixco,"Centro de Convenciones de Atlixco, Puebla",,https://www.ticketmaster.com.mx/catrinia-atlixco-25-10-2025/event/3D006314A40A3A3F,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,18.908889,-98.437778,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,"Caperucita Roja, el musical",2025-10-25 14:00:00,Ciudad de México,Teatro Coyoacán Enrique Lizalde,,https://www.ticketmaster.com.mx/caperucita-roja-el-musical-ciudad-de-mexico-25-10-2025/event/3D006319AED63FEC,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,19.3207722,-99.1514678,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Calaveritas Mexicanas,2025-10-25 14:30:00,México,Teatro Tepeyac,,https://www.ticketmaster.com.mx/calaveritas-mexicanas-mexico-25-10-2025/event/1400623686E80DBB,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,23.6585116,-102.0077097,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Carreras de Caballos,2025-10-25 15:00:00,México,Hipodromo De Las Americas,,https://www.ticketmaster.com.mx/carreras-de-caballos-mexico-25-10-2025/event/140063018AD81236,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,23.6585116,-102.0077097,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Catrinia,2025-10-25 16:00:00,Atlixco,"Centro de Convenciones de Atlixco, Puebla",,https://www.ticketmaster.com.mx/catrinia-atlixco-25-10-2025/event/3D006314A40B3A41,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,18.908889,-98.437778,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Calaveritas Mexicanas,2025-10-25 16:30:00,México,Teatro Tepeyac,,https://www.ticketmaster.com.mx/calaveritas-mexicanas-mexico-25-10-2025/event/1400623687890EF2,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,23.6585116,-102.0077097,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,El Rey León,2025-10-25 16:30:00,México,Teatro Telcel,,https://www.ticketmaster.com.mx/el-rey-leon-mexico-25-10-2025/event/3D0062BAF70A51DD,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,23.6585116,-102.0077097,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,"Mentiras, El Musical - Con María León",2025-10-25 17:00:00,Zapopan,Teatro Galerías,,https://www.ticketmaster.com.mx/mentiras-el-musical-con-maria-leon-zapopan-25-10-2025/event/3D0062FEBD2C4079,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,20.7211203,-103.3913671,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Mentiras  el Musical.,2025-10-25 17:00:00,México,Teatro Aldama,,https://www.ticketmaster.com.mx/mentiras-el-musical-mexico-25-10-2025/event/3D0062F88B6B2551,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,23.6585116,-102.0077097,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,La Obra Que Sale Mal,2025-10-25 17:00:00,México,Foro Cultural Chapultepec,,https://www.ticketmaster.com.mx/la-obra-que-sale-mal-mexico-25-10-2025/event/3D00630DC3043417,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,23.6585116,-102.0077097,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Vox Clamantis - Magnificat. Y escuché una voz,2025-10-25 17:00:00,Guanajuato,Templo de la Compañía,,https://www.ticketmaster.com.mx/vox-clamantis-magnificat-y-escuche-una-guanajuato-25-10-2025/event/3D0062E9B4E2179D,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,20.9876996,-101.0,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Habitación Macbeth,2025-10-25 17:00:00,Guanajuato,Teatro Cervantes (Fic),,https://www.ticketmaster.com.mx/habitacion-macbeth-guanajuato-25-10-2025/event/3D0062E7A2BD0AFB,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,20.9876996,-101.0,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,La Tiendita De Los Horrores,2025-10-25 17:30:00,México,Teatro Hidalgo,,https://www.ticketmaster.com.mx/la-tiendita-de-los-horrores-mexico-25-10-2025/event/1400630CB29F1A46,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,23.6585116,-102.0077097,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,"Ni con ellas, ni sin ellas",2025-10-25 17:40:00,Cuauhtémoc,Teatro Broadway,,https://www.ticketmaster.com.mx/ni-con-ellas-ni-sin-ellas-cuauhtemoc-25-10-2025/event/3D0062F6ADBE2B1B,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,19.4414715,-99.1517322,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,La obscenidad de la carne.,2025-10-25 17:40:00,México,Teatro Renacimiento (CTMF),,https://www.ticketmaster.com.mx/la-obscenidad-de-la-carne-mexico-25-10-2025/event/3D0062C3B4FD1CA1,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,23.6585116,-102.0077097,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Toc Toc,2025-10-25 18:00:00,México,Centro Cultural San Angel,,https://www.ticketmaster.com.mx/toc-toc-mexico-25-10-2025/event/140062E48DF3317E,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,23.6585116,-102.0077097,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Así Lo Veo Yo: Monólogo René Dupeyron,2025-10-25 18:00:00,México,Teatro Royal Pedregal,,https://www.ticketmaster.com.mx/asi-lo-veo-yo-monologo-rene-mexico-25-10-2025/event/1400634FA72B6BAC,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,23.6585116,-102.0077097,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,"Busco al hombre de mi vida, marido ya tuve",2025-10-25 18:00:00,México,Teatro San Jerónimo Independencia,,https://www.ticketmaster.com.mx/busco-al-hombre-de-mi-vida-mexico-25-10-2025/event/1400631C87DD148A,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,23.6585116,-102.0077097,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Kid Koala - El mosquito de Storyville,2025-10-25 18:00:00,Guanajuato,Teatro Principal (Fic),,https://www.ticketmaster.com.mx/kid-koala-el-mosquito-de-storyville-guanajuato-25-10-2025/event/3D0062F1C26F87D1,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,20.9876996,-101.0,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Las Leonas,2025-10-25 18:00:00,México,Teatro Mexico (CTMF),,https://www.ticketmaster.com.mx/las-leonas-mexico-25-10-2025/event/3D0062F68C70166A,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,23.6585116,-102.0077097,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,¿Por qué las mujeres aman a los pendejos?,2025-10-25 18:00:00,Ciudad de Mexico,SALA RASCÓN BANDA,,https://www.ticketmaster.com.mx/por-que-las-mujeres-aman-a-ciudad-de-mexico-25-10-2025/event/3D006336B051706D,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,19.4326296,-99.1331785,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Alejandro Speitzer en Cruise,2025-10-25 18:00:00,México,Teatro Milán,,https://www.ticketmaster.com.mx/alejandro-speitzer-en-cruise-mexico-25-10-2025/event/3D006336869B483C,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,23.6585116,-102.0077097,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,"Ensamble Dal Niente, 47 FIMNME, Música INBAL, 8+. Ingreso 17:30 h.",2025-10-25 18:00:00,México,Sala Manuel M. Ponce - Palacio de Bellas Artes,,https://www.ticketmaster.com.mx/ensamble-dal-niente-47-fimnme-musica-mexico-25-10-2025/event/3D00633CC3F78E42,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,23.6585116,-102.0077097,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,"Soltero, Casado, Viudo y Divorciado",2025-10-25 18:00:00,México,Teatro Rafael Solana,,https://www.ticketmaster.com.mx/soltero-casado-viudo-y-divorciado-mexico-25-10-2025/event/3D0063429D5D79C9,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,23.6585116,-102.0077097,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Dos Locas de Remate,2025-10-25 18:00:00,México,Nuevo Teatro Libanés,,https://www.ticketmaster.com.mx/dos-locas-de-remate-mexico-25-10-2025/event/3D006346EDB2C354,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,23.6585116,-102.0077097,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,LMP El Episodio Maldito,2025-10-25 18:00:00,México,Teatro Ofelia,,https://www.ticketmaster.com.mx/lmp-el-episodio-maldito-mexico-25-10-2025/event/3D00630CC4C325A3,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,23.6585116,-102.0077097,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,El Sótano,2025-10-25 18:00:00,México,Teatro Fernando Soler (CTMF),,https://www.ticketmaster.com.mx/el-sotano-mexico-25-10-2025/event/3D0062D0F37055C3,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,23.6585116,-102.0077097,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,La Dama De Negro,2025-10-25 18:00:00,México,Teatro 11 de Julio,,https://www.ticketmaster.com.mx/la-dama-de-negro-mexico-25-10-2025/event/3D0062CDBB7D4F03,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,23.6585116,-102.0077097,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Por la Punta de la Nariz,2025-10-25 18:00:00,Ciudad de Mexico,Teatro Varsovia,,https://www.ticketmaster.com.mx/por-la-punta-de-la-nariz-ciudad-de-mexico-25-10-2025/event/3D0062E4BE855C04,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,19.4326296,-99.1331785,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Orquesta Filarmónica de la Ciudad de México: S. Yoo: Solistas OFCM,2025-10-25 18:00:00,México,Sala Silvestre Revueltas,,https://www.ticketmaster.com.mx/orquesta-filarmonica-de-la-ciudad-de-mexico-25-10-2025/event/3D0062E4998D587F,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,23.6585116,-102.0077097,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Clue,2025-10-25 18:00:00,Ciudad de Mexico,Teatro Centenario Coyoacan,,https://www.ticketmaster.com.mx/clue-ciudad-de-mexico-25-10-2025/event/3D0062E4B8CD5B49,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,19.4326296,-99.1331785,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Catrinia,2025-10-25 18:00:00,Atlixco,"Centro de Convenciones de Atlixco, Puebla",,https://www.ticketmaster.com.mx/catrinia-atlixco-25-10-2025/event/3D006314A40B3A43,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,18.908889,-98.437778,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Leyendas Mexicanas de Terror. El musical de día de muertos,2025-10-25 18:00:00,México,Telón de Asfalto,,https://www.ticketmaster.com.mx/leyendas-mexicanas-de-terror-el-musical-mexico-25-10-2025/event/3D006313AA3E3BA3,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,23.6585116,-102.0077097,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Somos Nosotros,2025-10-25 18:00:00,México,Teatro Xola Julio Prieto,,https://www.ticketmaster.com.mx/somos-nosotros-mexico-25-10-2025/event/3D006329991F09A4,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,23.6585116,-102.0077097,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Cómo Quieras... ¡Perro Ámame!,2025-10-25 18:00:00,México,Teatro Virginia Fábregas,,https://www.ticketmaster.com.mx/como-quieras-perro-amame-mexico-25-10-2025/event/3D006326EAB45C3A,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,23.6585116,-102.0077097,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,El Juego Que Todos Jugamos,2025-10-25 18:00:00,México,Teatro SOGEM Wilberto Cantón,,https://www.ticketmaster.com.mx/el-juego-que-todos-jugamos-mexico-25-10-2025/event/3D00632A902C0A8C,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,23.6585116,-102.0077097,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Infierno,2025-10-25 18:00:00,Ciudad de México,Teatro Coyoacán Enrique Lizalde,,https://www.ticketmaster.com.mx/infierno-ciudad-de-mexico-25-10-2025/event/3D00632C9805124B,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,19.3207722,-99.1514678,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,"La Llorona, el último latido del agua",2025-10-25 18:30:00,México,Embarcadero de Cuemanco,,https://www.ticketmaster.com.mx/la-llorona-el-ultimo-latido-del-mexico-25-10-2025/event/14006326DE383839,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,23.6585116,-102.0077097,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,El Diario de Ana Frank,2025-10-25 18:30:00,México,Teatro Tepeyac,,https://www.ticketmaster.com.mx/el-diario-de-ana-frank-mexico-25-10-2025/event/1400631AB3B525AD,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,23.6585116,-102.0077097,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Orgullo y Prejuicio,2025-10-25 19:00:00,Monterrey,Auditorio Luis Elizondo,,https://www.ticketmaster.com.mx/orgullo-y-prejuicio-monterrey-25-10-2025/event/1400631A884312BE,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,25.6802019,-100.315258,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Contrabando,2025-10-25 19:00:00,Mexico,Foro Rodolfo Usigli,,https://www.ticketmaster.com.mx/contrabando-mexico-25-10-2025/event/3D006331BE3E92F7,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,23.6585116,-102.0077097,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,"TLANCHANA ""La Leyenda viva de nuestras aguas""",2025-10-25 19:00:00,Mexico,Teatro de la Ciudad Esperanza Iris,,https://www.ticketmaster.com.mx/tlanchana-la-leyenda-viva-de-nuestras-mexico-25-10-2025/event/3D006305940F0B16,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,23.6585116,-102.0077097,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Fitzpatrick's Halloween Scare-Fest 2025,2025-10-25 12:00:00,Jenkinstown,Fitzpatrick's Bar & Restaurant,,https://www.universe.com/events/fitzpatricks-halloween-scare-fest-2025-tickets-68FHC9?ref=ticketmaster,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,54.021636,-6.3067123,2.5,['Concert/Sport']
